Country/Region,Date,Total Number of Cases
China,7/5/2020,947
China,7/6/2020,947
China,7/7/2020,947
China,7/8/2020,947
China,7/9/2020,947
China,7/10/2020,947
China,7/11/2020,947
China,7/12/2020,947
China,7/13/2020,947
China,7/14/2020,947
China,7/15/2020,947
China,7/16/2020,947
China,7/17/2020,947
China,7/18/2020,947
China,7/19/2020,947
China,7/20/2020,947
China,7/21/2020,947
China,7/22/2020,947
China,7/23/2020,947
China,7/24/2020,947
China,7/25/2020,947
China,7/26/2020,947
China,7/27/2020,947
China,7/28/2020,947
China,7/29/2020,947
China,7/30/2020,947
China,7/31/2020,947
China,1/22/2020,5
China,1/23/2020,5
China,1/24/2020,9
China,1/25/2020,32
China,1/26/2020,83
China,1/27/2020,128
China,1/28/2020,168
China,1/29/2020,206
China,1/30/2020,278
China,1/31/2020,352
China,2/1/2020,422
China,2/2/2020,493
China,2/3/2020,566
China,2/4/2020,675
China,2/5/2020,764
China,2/6/2020,851
China,2/7/2020,914
China,2/8/2020,981
China,2/9/2020,1033
China,2/10/2020,1073
China,2/11/2020,1105
China,2/12/2020,1135
China,2/13/2020,1169
China,2/14/2020,1184
China,2/15/2020,1212
China,2/16/2020,1231
China,2/17/2020,1246
China,2/18/2020,1257
China,2/19/2020,1262
China,2/20/2020,1265
China,2/21/2020,1267
China,2/22/2020,1270
China,2/23/2020,1271
China,2/24/2020,1271
China,2/25/2020,1271
China,2/26/2020,1271
China,2/27/2020,1272
China,2/28/2020,1272
China,2/29/2020,1272
China,3/1/2020,1272
China,3/2/2020,1272
China,3/3/2020,1272
China,3/4/2020,1272
China,3/5/2020,1272
China,3/6/2020,1272
China,3/7/2020,1272
China,3/8/2020,1272
China,3/9/2020,1272
China,3/10/2020,1272
China,3/11/2020,1273
China,3/12/2020,1273
China,3/13/2020,1273
China,3/14/2020,1273
China,3/15/2020,1273
China,3/16/2020,1273
China,3/17/2020,1273
China,3/18/2020,1273
China,3/19/2020,1273
China,3/20/2020,1273
China,3/21/2020,1273
China,3/22/2020,1274
China,3/23/2020,1274
China,3/24/2020,1274
China,3/25/2020,1274
China,3/26/2020,1275
China,3/27/2020,1275
China,3/28/2020,1275
China,3/29/2020,1276
China,3/30/2020,1276
China,3/31/2020,1276
China,4/1/2020,1276
China,4/2/2020,1276
China,4/3/2020,1276
China,4/4/2020,1276
China,4/5/2020,1276
China,4/6/2020,1276
China,4/7/2020,1276
China,4/8/2020,1276
China,4/9/2020,1276
China,4/10/2020,1276
China,4/11/2020,1276
China,4/12/2020,1276
China,4/13/2020,1276
China,4/14/2020,1276
China,4/15/2020,1276
China,4/16/2020,1276
China,4/17/2020,1276
China,4/18/2020,1276
China,4/19/2020,1276
China,4/20/2020,1276
China,4/21/2020,1276
China,4/22/2020,1276
China,4/23/2020,1276
China,4/24/2020,1276
China,4/25/2020,1276
China,4/26/2020,1276
China,4/27/2020,1276
China,4/28/2020,1276
China,4/29/2020,1276
China,4/30/2020,1276
China,5/1/2020,1276
China,5/2/2020,1276
China,5/3/2020,1276
China,5/4/2020,1276
China,5/5/2020,1276
China,5/6/2020,1276
China,5/7/2020,1276
China,5/8/2020,1276
China,5/9/2020,1276
China,5/10/2020,1276
China,5/11/2020,1276
China,5/12/2020,1276
China,5/13/2020,1276
China,5/14/2020,1276
China,5/15/2020,1276
China,5/16/2020,1276
China,5/17/2020,1276
China,5/18/2020,1276
China,5/19/2020,1276
China,5/20/2020,1276
China,5/21/2020,1276
China,5/22/2020,1276
China,5/23/2020,1276
China,5/24/2020,1276
China,5/25/2020,1276
China,5/26/2020,1276
China,5/27/2020,1276
China,5/28/2020,1276
China,5/29/2020,1276
China,5/30/2020,1276
China,5/31/2020,1276
China,6/1/2020,1276
China,6/2/2020,1276
China,6/3/2020,1276
China,6/4/2020,1276
China,6/5/2020,1276
China,6/6/2020,1276
China,6/7/2020,1276
China,6/8/2020,1276
China,6/9/2020,1276
China,6/10/2020,1276
China,6/11/2020,1276
China,6/12/2020,1276
China,6/13/2020,1276
China,6/14/2020,1276
China,6/15/2020,1276
China,6/16/2020,1276
China,6/17/2020,1276
China,6/18/2020,1276
China,6/19/2020,1276
China,6/20/2020,1276
China,6/21/2020,1276
China,6/22/2020,1276
China,6/23/2020,1276
China,6/24/2020,1276
China,6/25/2020,1276
China,6/26/2020,1276
China,6/27/2020,1276
China,6/28/2020,1276
China,6/29/2020,1276
China,6/30/2020,1276
China,7/1/2020,1276
China,7/2/2020,1276
China,7/3/2020,1276
China,7/4/2020,1276
China,7/5/2020,1276
China,7/6/2020,1276
China,7/7/2020,1276
China,7/8/2020,1276
China,7/9/2020,1276
China,7/10/2020,1276
China,7/11/2020,1276
China,7/12/2020,1276
China,7/13/2020,1276
China,7/14/2020,1276
China,7/15/2020,1276
China,7/16/2020,1276
China,7/17/2020,1276
China,7/18/2020,1276
China,7/19/2020,1276
China,7/20/2020,1276
China,7/21/2020,1276
China,7/22/2020,1276
China,7/23/2020,1276
China,7/24/2020,1276
China,7/25/2020,1276
China,7/26/2020,1276
China,7/27/2020,1276
China,7/28/2020,1276
China,7/29/2020,1276
China,7/30/2020,1276
China,7/31/2020,1276
China,1/22/2020,0
China,1/23/2020,2
China,1/24/2020,2
China,1/25/2020,5
China,1/26/2020,8
China,1/27/2020,8
China,1/28/2020,8
China,1/29/2020,10
China,1/30/2020,10
China,1/31/2020,12
China,2/1/2020,13
China,2/2/2020,15
China,2/3/2020,15
China,2/4/2020,17
China,2/5/2020,21
China,2/6/2020,24
China,2/7/2020,25
China,2/8/2020,26
China,2/9/2020,29
China,2/10/2020,38
China,2/11/2020,49
China,2/12/2020,50
China,2/13/2020,53
China,2/14/2020,56
China,2/15/2020,56
China,2/16/2020,57
China,2/17/2020,60
China,2/18/2020,62
China,2/19/2020,63
China,2/20/2020,68
China,2/21/2020,68
China,2/22/2020,69
China,2/23/2020,74
China,2/24/2020,79
China,2/25/2020,84
China,2/26/2020,91
China,2/27/2020,92
China,2/28/2020,94
China,2/29/2020,95
China,3/1/2020,96
China,3/2/2020,100
China,3/3/2020,100
China,3/4/2020,105
China,3/5/2020,105
China,3/6/2020,107
China,3/7/2020,108
China,3/8/2020,114
China,3/9/2020,115
China,3/10/2020,120
China,3/11/2020,126
China,3/12/2020,129
China,3/13/2020,134
China,3/14/2020,140
China,3/15/2020,145
China,3/16/2020,155
China,3/17/2020,162
China,3/18/2020,181
China,3/19/2020,208
China,3/20/2020,256
China,3/21/2020,273
China,3/22/2020,317
China,3/23/2020,356
China,3/24/2020,386
China,3/25/2020,410
China,3/26/2020,453
China,3/27/2020,519
China,3/28/2020,561
China,3/29/2020,641
China,3/30/2020,682
China,3/31/2020,714
China,4/1/2020,765
China,4/2/2020,802
China,4/3/2020,845
China,4/4/2020,862
China,4/5/2020,890
China,4/6/2020,914
China,4/7/2020,935
China,4/8/2020,960
China,4/9/2020,973
China,4/10/2020,989
China,4/11/2020,1000
China,4/12/2020,1004
China,4/13/2020,1009
China,4/14/2020,1012
China,4/15/2020,1017
China,4/16/2020,1017
China,4/17/2020,1021
China,4/18/2020,1024
China,4/19/2020,1025
China,4/20/2020,1025
China,4/21/2020,1029
China,4/22/2020,1033
China,4/23/2020,1035
China,4/24/2020,1035
China,4/25/2020,1037
China,4/26/2020,1037
China,4/27/2020,1037
China,4/28/2020,1037
China,4/29/2020,1037
China,4/30/2020,1037
China,5/1/2020,1039
China,5/2/2020,1039
China,5/3/2020,1039
China,5/4/2020,1040
China,5/5/2020,1040
China,5/6/2020,1040
China,5/7/2020,1044
China,5/8/2020,1044
China,5/9/2020,1044
China,5/10/2020,1047
China,5/11/2020,1047
China,5/12/2020,1047
China,5/13/2020,1050
China,5/14/2020,1051
China,5/15/2020,1052
China,5/16/2020,1052
China,5/17/2020,1055
China,5/18/2020,1055
China,5/19/2020,1055
China,5/20/2020,1055
China,5/21/2020,1055
China,5/22/2020,1065
China,5/23/2020,1065
China,5/24/2020,1065
China,5/25/2020,1065
China,5/26/2020,1065
China,5/27/2020,1066
China,5/28/2020,1066
China,5/29/2020,1079
China,5/30/2020,1082
China,5/31/2020,1084
China,6/1/2020,1087
China,6/2/2020,1093
China,6/3/2020,1093
China,6/4/2020,1099
China,6/5/2020,1102
China,6/6/2020,1105
China,6/7/2020,1106
China,6/8/2020,1107
China,6/9/2020,1107
China,6/10/2020,1107
China,6/11/2020,1107
China,6/12/2020,1108
China,6/13/2020,1109
China,6/14/2020,1109
China,6/15/2020,1112
China,6/16/2020,1112
China,6/17/2020,1120
China,6/18/2020,1124
China,6/19/2020,1124
China,6/20/2020,1128
China,6/21/2020,1131
China,6/22/2020,1161
China,6/23/2020,1177
China,6/24/2020,1179
China,6/25/2020,1193
China,6/26/2020,1196
China,6/27/2020,1197
China,6/28/2020,1199
China,6/29/2020,1203
China,6/30/2020,1205
China,7/1/2020,1233
China,7/2/2020,1242
China,7/3/2020,1247
China,7/4/2020,1258
China,7/5/2020,1268
China,7/6/2020,1285
China,7/7/2020,1299
China,7/8/2020,1323
China,7/9/2020,1365
China,7/10/2020,1365
China,7/11/2020,1431
China,7/12/2020,1469
China,7/13/2020,1469
China,7/14/2020,1569
China,7/15/2020,1588
China,7/16/2020,1655
China,7/17/2020,1713
China,7/18/2020,1713
China,7/19/2020,1777
China,7/20/2020,1885
China,7/21/2020,1958
China,7/22/2020,2131
China,7/23/2020,2249
China,7/24/2020,2372
China,7/25/2020,2505
China,7/26/2020,2633
China,7/27/2020,2778
China,7/28/2020,2884
China,7/29/2020,3002
China,7/30/2020,3151
China,7/31/2020,3272
China,1/22/2020,444
China,1/23/2020,444
China,1/24/2020,549
China,1/25/2020,761
China,1/26/2020,1058
China,1/27/2020,1423
China,1/28/2020,3554
China,1/29/2020,3554
China,1/30/2020,4903
China,1/31/2020,5806
China,2/1/2020,7153
China,2/2/2020,11177
China,2/3/2020,13522
China,2/4/2020,16678
China,2/5/2020,19665
China,2/6/2020,22112
China,2/7/2020,24953
China,2/8/2020,27100
China,2/9/2020,29631
China,2/10/2020,31728
China,2/11/2020,33366
China,2/12/2020,33366
China,2/13/2020,48206
China,2/14/2020,54406
China,2/15/2020,56249
China,2/16/2020,58182
China,2/17/2020,59989
China,2/18/2020,61682
China,2/19/2020,62031
China,2/20/2020,62442
China,2/21/2020,62662
China,2/22/2020,64084
China,2/23/2020,64084
China,2/24/2020,64287
China,2/25/2020,64786
China,2/26/2020,65187
China,2/27/2020,65596
China,2/28/2020,65914
China,2/29/2020,66337
China,3/1/2020,66907
China,3/2/2020,67103
China,3/3/2020,67217
China,3/4/2020,67332
China,3/5/2020,67466
China,3/6/2020,67592
China,3/7/2020,67666
China,3/8/2020,67707
China,3/9/2020,67743
China,3/10/2020,67760
China,3/11/2020,67773
China,3/12/2020,67781
China,3/13/2020,67786
China,3/14/2020,67790
China,3/15/2020,67794
China,3/16/2020,67798
China,3/17/2020,67799
China,3/18/2020,67800
China,3/19/2020,67800
China,3/20/2020,67800
China,3/21/2020,67800
China,3/22/2020,67800
China,3/23/2020,67800
China,3/24/2020,67801
China,3/25/2020,67801
China,3/26/2020,67801
China,3/27/2020,67801
China,3/28/2020,67801
China,3/29/2020,67801
China,3/30/2020,67801
China,3/31/2020,67801
China,4/1/2020,67802
China,4/2/2020,67802
China,4/3/2020,67802
China,4/4/2020,67803
China,4/5/2020,67803
China,4/6/2020,67803
China,4/7/2020,67803
China,4/8/2020,67803
China,4/9/2020,67803
China,4/10/2020,67803
China,4/11/2020,67803
China,4/12/2020,67803
China,4/13/2020,67803
China,4/14/2020,67803
China,4/15/2020,67803
China,4/16/2020,67803
China,4/17/2020,68128
China,4/18/2020,68128
China,4/19/2020,68128
China,4/20/2020,68128
China,4/21/2020,68128
China,4/22/2020,68128
China,4/23/2020,68128
China,4/24/2020,68128
China,4/25/2020,68128
China,4/26/2020,68128
China,4/27/2020,68128
China,4/28/2020,68128
China,4/29/2020,68128
China,4/30/2020,68128
China,5/1/2020,68128
China,5/2/2020,68128
China,5/3/2020,68128
China,5/4/2020,68128
China,5/5/2020,68128
China,5/6/2020,68128
China,5/7/2020,68128
China,5/8/2020,68128
China,5/9/2020,68129
China,5/10/2020,68134
China,5/11/2020,68134
China,5/12/2020,68134
China,5/13/2020,68134
China,5/14/2020,68134
China,5/15/2020,68134
China,5/16/2020,68134
China,5/17/2020,68134
China,5/18/2020,68135
China,5/19/2020,68135
China,5/20/2020,68135
China,5/21/2020,68135
China,5/22/2020,68135
China,5/23/2020,68135
China,5/24/2020,68135
China,5/25/2020,68135
China,5/26/2020,68135
China,5/27/2020,68135
China,5/28/2020,68135
China,5/29/2020,68135
China,5/30/2020,68135
China,5/31/2020,68135
China,6/1/2020,68135
China,6/2/2020,68135
China,6/3/2020,68135
China,6/4/2020,68135
China,6/5/2020,68135
China,6/6/2020,68135
China,6/7/2020,68135
China,6/8/2020,68135
China,6/9/2020,68135
China,6/10/2020,68135
China,6/11/2020,68135
China,6/12/2020,68135
China,6/13/2020,68135
China,6/14/2020,68135
China,6/15/2020,68135
China,6/16/2020,68135
China,6/17/2020,68135
China,6/18/2020,68135
China,6/19/2020,68135
China,6/20/2020,68135
China,6/21/2020,68135
China,6/22/2020,68135
China,6/23/2020,68135
China,6/24/2020,68135
China,6/25/2020,68135
China,6/26/2020,68135
China,6/27/2020,68135
China,6/28/2020,68135
China,6/29/2020,68135
China,6/30/2020,68135
China,7/1/2020,68135
China,7/2/2020,68135
China,7/3/2020,68135
China,7/4/2020,68135
China,7/5/2020,68135
China,7/6/2020,68135
China,7/7/2020,68135
China,7/8/2020,68135
China,7/9/2020,68135
China,7/10/2020,68135
China,7/11/2020,68135
China,7/12/2020,68135
China,7/13/2020,68135
China,7/14/2020,68135
China,7/15/2020,68135
China,7/16/2020,68135
China,7/17/2020,68135
China,7/18/2020,68135
China,7/19/2020,68135
China,7/20/2020,68135
China,7/21/2020,68135
China,7/22/2020,68135
China,7/23/2020,68135
China,7/24/2020,68135
China,7/25/2020,68135
China,7/26/2020,68135
China,7/27/2020,68135
China,7/28/2020,68135
China,7/29/2020,68135
China,7/30/2020,68135
China,7/31/2020,68135
China,1/22/2020,4
China,1/23/2020,9
China,1/24/2020,24
China,1/25/2020,43
China,1/26/2020,69
China,1/27/2020,100
China,1/28/2020,143
China,1/29/2020,221
China,1/30/2020,277
China,1/31/2020,332
China,2/1/2020,389
China,2/2/2020,463
China,2/3/2020,521
China,2/4/2020,593
China,2/5/2020,661
China,2/6/2020,711
China,2/7/2020,772
China,2/8/2020,803
China,2/9/2020,838
China,2/10/2020,879
China,2/11/2020,912
China,2/12/2020,946
China,2/13/2020,968
China,2/14/2020,988
China,2/15/2020,1001
China,2/16/2020,1004
China,2/17/2020,1006
China,2/18/2020,1007
China,2/19/2020,1008
China,2/20/2020,1010
China,2/21/2020,1011
China,2/22/2020,1013
China,2/23/2020,1016
China,2/24/2020,1016
China,2/25/2020,1016
China,2/26/2020,1016
China,2/27/2020,1017
China,2/28/2020,1017
China,2/29/2020,1018
China,3/1/2020,1018
China,3/2/2020,1018
China,3/3/2020,1018
China,3/4/2020,1018
China,3/5/2020,1018
China,3/6/2020,1018
China,3/7/2020,1018
China,3/8/2020,1018
China,3/9/2020,1018
China,3/10/2020,1018
China,3/11/2020,1018
China,3/12/2020,1018
China,3/13/2020,1018
China,3/14/2020,1018
China,3/15/2020,1018
China,3/16/2020,1018
China,3/17/2020,1018
China,3/18/2020,1018
China,3/19/2020,1018
China,3/20/2020,1018
China,3/21/2020,1018
China,3/22/2020,1018
China,3/23/2020,1018
China,3/24/2020,1018
China,3/25/2020,1018
China,3/26/2020,1018
China,3/27/2020,1018
China,3/28/2020,1018
China,3/29/2020,1018
China,3/30/2020,1018
China,3/31/2020,1018
China,4/1/2020,1018
China,4/2/2020,1019
China,4/3/2020,1019
China,4/4/2020,1019
China,4/5/2020,1019
China,4/6/2020,1019
China,4/7/2020,1019
China,4/8/2020,1019
China,4/9/2020,1019
China,4/10/2020,1019
China,4/11/2020,1019
China,4/12/2020,1019
China,4/13/2020,1019
China,4/14/2020,1019
China,4/15/2020,1019
China,4/16/2020,1019
China,4/17/2020,1019
China,4/18/2020,1019
China,4/19/2020,1019
China,4/20/2020,1019
China,4/21/2020,1019
China,4/22/2020,1019
China,4/23/2020,1019
China,4/24/2020,1019
China,4/25/2020,1019
China,4/26/2020,1019
China,4/27/2020,1019
China,4/28/2020,1019
China,4/29/2020,1019
China,4/30/2020,1019
China,5/1/2020,1019
China,5/2/2020,1019
China,5/3/2020,1019
China,5/4/2020,1019
China,5/5/2020,1019
China,5/6/2020,1019
China,5/7/2020,1019
China,5/8/2020,1019
China,5/9/2020,1019
China,5/10/2020,1019
China,5/11/2020,1019
China,5/12/2020,1019
China,5/13/2020,1019
China,5/14/2020,1019
China,5/15/2020,1019
China,5/16/2020,1019
China,5/17/2020,1019
China,5/18/2020,1019
China,5/19/2020,1019
China,5/20/2020,1019
China,5/21/2020,1019
China,5/22/2020,1019
China,5/23/2020,1019
China,5/24/2020,1019
China,5/25/2020,1019
China,5/26/2020,1019
China,5/27/2020,1019
China,5/28/2020,1019
China,5/29/2020,1019
China,5/30/2020,1019
China,5/31/2020,1019
China,6/1/2020,1019
China,6/2/2020,1019
China,6/3/2020,1019
China,6/4/2020,1019
China,6/5/2020,1019
China,6/6/2020,1019
China,6/7/2020,1019
China,6/8/2020,1019
China,6/9/2020,1019
China,6/10/2020,1019
China,6/11/2020,1019
China,6/12/2020,1019
China,6/13/2020,1019
China,6/14/2020,1019
China,6/15/2020,1019
China,6/16/2020,1019
China,6/17/2020,1019
China,6/18/2020,1019
China,6/19/2020,1019
China,6/20/2020,1019
China,6/21/2020,1019
China,6/22/2020,1019
China,6/23/2020,1019
China,6/24/2020,1019
China,6/25/2020,1019
China,6/26/2020,1019
China,6/27/2020,1019
China,6/28/2020,1019
China,6/29/2020,1019
China,6/30/2020,1019
China,7/1/2020,1019
China,7/2/2020,1019
China,7/3/2020,1019
China,7/4/2020,1019
China,7/5/2020,1019
China,7/6/2020,1019
China,7/7/2020,1019
China,7/8/2020,1019
China,7/9/2020,1019
China,7/10/2020,1019
China,7/11/2020,1019
China,7/12/2020,1019
China,7/13/2020,1019
China,7/14/2020,1019
China,7/15/2020,1019
China,7/16/2020,1019
China,7/17/2020,1019
China,7/18/2020,1019
China,7/19/2020,1019
China,7/20/2020,1019
China,7/21/2020,1019
China,7/22/2020,1019
China,7/23/2020,1019
China,7/24/2020,1019
China,7/25/2020,1019
China,7/26/2020,1019
China,7/27/2020,1019
China,7/28/2020,1019
China,7/29/2020,1019
China,7/30/2020,1019
China,7/31/2020,1019
China,1/22/2020,0
China,1/23/2020,0
China,1/24/2020,1
China,1/25/2020,7
China,1/26/2020,7
China,1/27/2020,11
China,1/28/2020,15
China,1/29/2020,16
China,1/30/2020,19
China,1/31/2020,20
China,2/1/2020,23
China,2/2/2020,27
China,2/3/2020,34
China,2/4/2020,35
China,2/5/2020,42
China,2/6/2020,46
China,2/7/2020,50
China,2/8/2020,52
China,2/9/2020,54
China,2/10/2020,58
China,2/11/2020,58
China,2/12/2020,60
China,2/13/2020,61
China,2/14/2020,65
China,2/15/2020,68
China,2/16/2020,70
China,2/17/2020,72
China,2/18/2020,73
China,2/19/2020,75
China,2/20/2020,75
China,2/21/2020,75
China,2/22/2020,75
China,2/23/2020,75
China,2/24/2020,75
China,2/25/2020,75
China,2/26/2020,75
China,2/27/2020,75
China,2/28/2020,75
China,2/29/2020,75
China,3/1/2020,75
China,3/2/2020,75
China,3/3/2020,75
China,3/4/2020,75
China,3/5/2020,75
China,3/6/2020,75
China,3/7/2020,75
China,3/8/2020,75
China,3/9/2020,75
China,3/10/2020,75
China,3/11/2020,75
China,3/12/2020,75
China,3/13/2020,75
China,3/14/2020,75
China,3/15/2020,75
China,3/16/2020,75
China,3/17/2020,75
China,3/18/2020,75
China,3/19/2020,75
China,3/20/2020,75
China,3/21/2020,75
China,3/22/2020,75
China,3/23/2020,75
China,3/24/2020,75
China,3/25/2020,77
China,3/26/2020,89
China,3/27/2020,92
China,3/28/2020,94
China,3/29/2020,95
China,3/30/2020,97
China,3/31/2020,107
China,4/1/2020,111
China,4/2/2020,117
China,4/3/2020,117
China,4/4/2020,117
China,4/5/2020,117
China,4/6/2020,118
China,4/7/2020,121
China,4/8/2020,124
China,4/9/2020,126
China,4/10/2020,128
China,4/11/2020,155
China,4/12/2020,189
China,4/13/2020,190
China,4/14/2020,190
China,4/15/2020,190
